epoch -- step -- recon_loss -- kl_loss -- kl_weight  bounce_test1 bounce_test2 num_maxes max_factor min_factor window_len
6 -- 18 -- 540.1108 -- 4.5403e-02 -- 5.3687e+02  False True 0 2147.483648 33.554432 20
6 -- 19 -- 565.7497 -- 5.2893e-02 -- 2.6844e+02  False True 0 2147.483648 33.554432 20
6 -- 20 -- 567.6295 -- 5.9894e-02 -- 1.3422e+02  False True 0 2147.483648 67.108864 20
6 -- 21 -- 547.9360 -- 6.6802e-02 -- 2.6844e+02  False True 0 2147.483648 67.108864 20
6 -- 22 -- 551.7418 -- 8.1300e-02 -- 1.3422e+02  False True 0 2147.483648 67.108864 20
6 -- 23 -- 553.5435 -- 8.3434e-02 -- 6.7109e+01  False True 0 2147.483648 67.108864 20
6 -- 24 -- 556.1880 -- 7.8130e-02 -- 3.3554e+01  False True 0 2147.483648 33.554432 20
6 -- 25 -- 541.6720 -- 8.1323e-02 -- 6.7109e+01  False True 0 2147.483648 33.554432 20
6 -- 26 -- 544.1051 -- 8.8574e-02 -- 3.3554e+01  False True 0 2147.483648 33.554432 20
6 -- 27 -- 529.3031 -- 9.9154e-02 -- 6.7109e+01  False True 0 2147.483648 33.554432 20
6 -- 28 -- 522.1044 -- 1.1317e-01 -- 1.3422e+02  False True 0 2147.483648 33.554432 20
6 -- 29 -- 516.0051 -- 1.2644e-01 -- 2.6844e+02  False True 0 2147.483648 33.554432 20
6 -- 30 -- 525.7917 -- 1.2396e-01 -- 1.3422e+02  False True 0 2147.483648 33.554432 20
6 -- 31 -- 525.2789 -- 1.2695e-01 -- 2.6844e+02  False True 0 2147.483648 33.554432 20
6 -- 32 -- 516.4221 -- 1.3105e-01 -- 5.3687e+02  False True 0 2147.483648 33.554432 20
7 -- 0 -- 518.9943 -- 1.3235e-01 -- 2.6844e+02  False True 0 2147.483648 33.554432 20
7 -- 1 -- 520.4998 -- 1.2296e-01 -- 1.3422e+02  False True 0 1073.741824 33.554432 20
7 -- 2 -- 508.4230 -- 1.0306e-01 -- 2.6844e+02  False True 0 536.870912 33.554432 20
7 -- 3 -- 508.9881 -- 9.0363e-02 -- 1.3422e+02  False True 0 536.870912 33.554432 20
7 -- 4 -- 532.0870 -- 7.7733e-02 -- 6.7109e+01  False True 0 536.870912 33.554432 20
7 -- 5 -- 527.0295 -- 6.9984e-02 -- 1.3422e+02  False True 0 536.870912 33.554432 20
7 -- 6 -- 506.3451 -- 7.8921e-02 -- 2.6844e+02  False True 0 536.870912 33.554432 20
7 -- 7 -- 512.4101 -- 1.2258e-01 -- 1.3422e+02  False True 0 536.870912 33.554432 20
7 -- 8 -- 541.4294 -- 1.4860e-01 -- 6.7109e+01  False True 0 536.870912 33.554432 20
7 -- 9 -- 541.1117 -- 1.3769e-01 -- 1.3422e+02  False True 0 536.870912 33.554432 20
7 -- 10 -- 525.9093 -- 1.0107e-01 -- 2.6844e+02  False True 0 536.870912 33.554432 20
7 -- 11 -- 524.3960 -- 9.2539e-02 -- 5.3687e+02  False True 0 536.870912 33.554432 20
7 -- 12 -- 525.9243 -- 8.8113e-02 -- 2.6844e+02  False True 0 536.870912 33.554432 20
7 -- 13 -- 525.6005 -- 8.8221e-02 -- 5.3687e+02  False True 0 536.870912 67.108864 20
7 -- 14 -- 535.7767 -- 9.5055e-02 -- 2.6844e+02  False True 0 536.870912 67.108864 20
7 -- 15 -- 525.5791 -- 9.3139e-02 -- 5.3687e+02  False True 0 536.870912 67.108864 20
7 -- 16 -- 512.9058 -- 9.0404e-02 -- 1.0737e+03  False True 0 1073.741824 67.108864 20
7 -- 17 -- 504.3299 -- 8.9830e-02 -- 2.1475e+03  False True 0 2147.483648 67.108864 20
7 -- 18 -- 501.0857 -- 9.0483e-02 -- 2.5000e+03  False True 1 2500.0 67.108864 20
7 -- 19 -- 507.8036 -- 7.6517e-02 -- 1.2500e+03  False True 1 2500.0 67.108864 20
7 -- 20 -- 531.6180 -- 5.8385e-02 -- 6.2500e+02  False True 1 2500.0 67.108864 20
7 -- 21 -- 535.7167 -- 4.7482e-02 -- 3.1250e+02  False True 1 2500.0 67.108864 20
