      recon_loss         kl_loss
94.51617431640625 0.53467190265655518
94.702796936035156 0.53431177139282227
94.718376159667969 0.53386849164962769
94.887062072753906 0.53284251689910889
95.109420776367188 0.53136610984802246
95.414237976074219 0.52937978506088257
96.045806884765625 0.52807736396789551
96.077529907226562 0.52679449319839478
96.350761413574219 0.52645885944366455
96.717575073242188 0.52564120292663574
96.868721008300781 0.52289032936096191
97.514999389648438 0.52238816022872925
98.270263671875 0.52207756042480469
98.56146240234375 0.5204089879989624
99.686065673828125 0.51920431852340698
99.975425720214844 0.51862037181854248
100.471435546875 0.51754468679428101
100.89579772949219 0.51665931940078735
101.43154907226562 0.516376793384552
101.94688415527344 0.51567745208740234
101.97563171386719 0.5152738094329834
102.13221740722656 0.51377487182617188
102.31642150878906 0.51326590776443481
102.99122619628906 0.51062917709350586
104.12377166748047 0.51021391153335571
104.35353088378906 0.50924992561340332
104.71537780761719 0.50635266304016113
106.26484680175781 0.50387603044509888
107.11837005615234 0.50382721424102783
107.20449829101562 0.50361621379852295
107.24342346191406 0.50356990098953247
107.30953216552734 0.50273644924163818
107.86158752441406 0.50196957588195801
108.05435180664062 0.50179839134216309
108.14964294433594 0.50079929828643799
108.5706787109375 0.50044173002243042
108.82754516601562 0.49999555945396423
109.05503845214844 0.49828207492828369
109.17411804199219 0.49675965309143066
110.21412658691406 0.49587821960449219
111.60003662109375 0.49497902393341064
111.88211059570312 0.49149221181869507
112.20942687988281 0.48960041999816895
112.60661315917969 0.4860684871673584
113.86643981933594 0.48575752973556519
113.88558197021484 0.48465043306350708
115.26903533935547 0.48432165384292603
115.86264038085938 0.482566237449646
116.20146179199219 0.48153746128082275
117.00178527832031 0.4763580858707428
117.6153564453125 0.47576010227203369
118.94382476806641 0.46934077143669128
120.74585723876953 0.46792423725128174
120.98202514648438 0.46511009335517883
121.43014526367188 0.46441695094108582
121.76383209228516 0.46314933896064758
121.93828582763672 0.46272838115692139
122.41183471679688 0.46144020557403564
123.69149780273438 0.45911595225334167
124.46184539794922 0.45261654257774353
124.65299987792969 0.45149004459381104
126.29815673828125 0.44875079393386841
126.69486999511719 0.44558021426200867
128.10098266601562 0.44460004568099976
128.22515869140625 0.44424176216125488
128.44549560546875 0.44092634320259094
130.04852294921875 0.44048470258712769
130.45535278320312 0.44022831320762634
130.91293334960938 0.43867188692092896
132.36485290527344 0.43553528189659119
132.83157348632812 0.43515270948410034
132.95729064941406 0.4293399453163147
133.05126953125 0.42828643321990967
134.38217163085938 0.42810297012329102
134.52725219726562 0.42722344398498535
134.66949462890625 0.42443573474884033
135.039794921875 0.42363971471786499
135.31645202636719 0.42355057597160339
136.11053466796875 0.42270606756210327
136.3931884765625 0.42024949193000793
137.64004516601562 0.41710230708122253
138.27980041503906 0.41673582792282104
138.38778686523438 0.41540282964706421
138.41810607910156 0.41226261854171753
140.09831237792969 0.40986579656600952
140.24508666992188 0.40874040126800537
140.92572021484375 0.40779328346252441
141.49491882324219 0.40484809875488281
142.82275390625 0.39820486307144165
144.25057983398438 0.39775782823562622
144.67160034179688 0.39622125029563904
144.83177185058594 0.39536577463150024
145.40946960449219 0.39454269409179688
146.41738891601562 0.39377740025520325
146.64979553222656 0.39340230822563171
146.84642028808594 0.39303475618362427
147.17933654785156 0.39160418510437012
147.86744689941406 0.3899613618850708
148.32708740234375 0.38918054103851318
148.47978210449219 0.38551247119903564
150.66148376464844 0.38545003533363342
151.11940002441406 0.38174271583557129
152.04692077636719 0.37800180912017822
153.45335388183594 0.37469720840454102
153.62033081054688 0.37395915389060974
154.06706237792969 0.37265804409980774
154.093994140625 0.36911571025848389
155.46929931640625 0.36624938249588013
157.34791564941406 0.36549204587936401
157.57540893554688 0.36332491040229797
159.34930419921875 0.36031132936477661
159.85940551757812 0.35804829001426697
161.10920715332031 0.35285690426826477
162.10350036621094 0.35091164708137512
163.183837890625 0.35081341862678528
163.34982299804688 0.35049214959144592
163.89286804199219 0.34682106971740723
165.54241943359375 0.34535887837409973
166.40664672851562 0.34232169389724731
170.41752624511719 0.33607792854309082
171.40216064453125 0.33538079261779785
171.40628051757812 0.3290407657623291
172.05354309082031 0.32758718729019165
173.49325561523438 0.32557022571563721
175.11712646484375 0.32530128955841064
175.12649536132812 0.32453960180282593
177.609619140625 0.3211597204208374
178.87895202636719 0.31614118814468384
179.22172546386719 0.31359240412712097
180.09567260742188 0.31223243474960327
180.70881652832031 0.31205633282661438
182.15885925292969 0.31044048070907593
183.99716186523438 0.30925825238227844
184.31137084960938 0.30638894438743591
185.91912841796875 0.30369281768798828
186.58570861816406 0.30332598090171814
187.55029296875 0.30328202247619629
187.82572937011719 0.30137559771537781
188.24777221679688 0.3000752329826355
190.86312866210938 0.29954239726066589
191.38169860839844 0.29947686195373535
193.27224731445312 0.29005235433578491
193.62423706054688 0.28896445035934448
194.94987487792969 0.28817510604858398
